company_name,ticker,cik,exchange,industry,sic_code,latest_revenue,revenue_period,revenue_growth_pct,gpt_revenue_method,gpt_accounting_standard,gpt_recognition_pattern,gpt_confidence,gpt_explanation,revenue_concepts_count,has_filing_context,url,analysis_date
Hilton Worldwide Holdings Inc.,N/A,1585689,N/A,Unknown,Unknown,11174000000,2024-12-31,9.17,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1585689/000158568925000008/hlt-20241231.htm,2025-09-02 17:44:49
"MARVELL TECHNOLOGY, INC",N/A,1835632,N/A,Unknown,Unknown,5767300000,2025-02-01,4.71,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1835632/000183563225000057/mrvl-20250201.htm,2025-09-02 17:45:16
Freeport-McMoRan Inc.,N/A,831259,N/A,Unknown,Unknown,25455000000,2024-12-31,11.38,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/831259/000083125925000006/fcx-20241231.htm,2025-09-02 17:45:41
"REGENERON PHARMACEUTICALS, INC.",N/A,872589,N/A,Unknown,Unknown,5872227000,2017-12-31,-73.05,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/872589/000180422025000011/regn-20241231.htm,2025-09-02 17:46:07
ISHARES GOLD TRUST,N/A,1278680,N/A,Unknown,Unknown,-606324000,2013-12-31,N/A,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1278680/000143774925004257/iau20241231_10k.htm,2025-09-02 17:46:33
"Travelers Companies, Inc.",N/A,86312,N/A,Unknown,Unknown,46423000000,2024-12-31,12.23,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/86312/000008631225000012/trv-20241231.htm,2025-09-02 17:46:38
TE CONNECTIVITY PLC,N/A,1385157,N/A,Unknown,Unknown,15845000000,2024-09-27,-1.18,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1385157/000155837024015227/tel-20240927x10k.htm,2025-09-02 17:47:23
NORFOLK SOUTHERN CORP,N/A,702165,N/A,Unknown,Unknown,10551000000,2017-12-31,-74.7,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/702165/000070216525000008/nsc-20241231.htm,2025-09-02 17:47:48
"WORKDAY, INC.",N/A,1327811,N/A,Unknown,Unknown,2143050000,2018-01-31,-72.82,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1327811/000132781125000056/wday-20250131.htm,2025-09-02 17:48:33
"United Rentals, Inc.",N/A,1067701,N/A,Unknown,Unknown,15345000000,2024-12-31,-73.31,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1067701/000106770125000008/uri-20241231.htm,2025-09-02 17:48:40
"AUTODESK, INC.",N/A,769397,N/A,Unknown,Unknown,6131000000,2025-01-31,11.53,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/769397/000076939725000019/adsk-20250131.htm,2025-09-02 17:49:06
"Axon Enterprise, Inc.",N/A,1069183,N/A,Unknown,Unknown,2082526000,2024-12-31,313.83,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1069183/000106918325000019/axon-20241231.htm,2025-09-02 17:49:51
ERROR: 'NoneType' object is not subscriptable,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,https://www.sec.gov/ix?doc=/Archives/edgar/data/1588489/000095017025029408/gbtc-20241231.htm,2025-09-02 17:49:55
ENERGY TRANSFER LP,N/A,1276187,N/A,Unknown,Unknown,82671000000,2024-12-31,5.2,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1276187/000127618725000018/et-20241231.htm,2025-09-02 17:49:59
CSX CORPORATION,N/A,277948,N/A,Unknown,Unknown,10636000000,2010-12-31,-73.52,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on tokens per min (TPM): Limit 100000, Used 99767, Requested 316. Please try again in 35m51.36s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/277948/000027794825000008/csx-20241231.htm,2025-09-02 17:50:43
AMERICAN ELECTRIC POWER CO INC.,N/A,4904,N/A,Unknown,Unknown,19721300000,2024-12-31,3.89,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/4904/000000490425000027/aep-20241231.htm,2025-09-02 17:51:09
ERROR: 'NoneType' object is not subscriptable,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,https://www.sec.gov/ix?doc=/Archives/edgar/data/92230/000009223025000020/tfc-20241231.htm,2025-09-02 17:51:14
Monster Beverage Corp,N/A,865752,N/A,Unknown,Unknown,7492709000,2024-12-31,4.94,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/865752/000141057825000248/mnst-20241231x10k.htm,2025-09-02 17:51:36
"KINDER MORGAN, INC.",N/A,1506307,N/A,Unknown,Unknown,15100000000,2024-12-31,-1.53,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1506307/000150630725000008/kmi-20241231.htm,2025-09-02 17:52:02
NXP Semiconductors N.V.,N/A,1413447,N/A,Unknown,Unknown,12614000000,2024-12-31,-4.99,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1413447/000141344725000019/nxpi-20241231.htm,2025-09-02 17:52:47
"FORTINET, INC.",N/A,1262039,N/A,Unknown,Unknown,5955800000,2024-12-31,12.27,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1262039/000126203925000011/ftnt-20241231.htm,2025-09-02 17:52:53
"ALNYLAM PHARMACEUTICALS, INC.",N/A,1178670,N/A,Unknown,Unknown,1037418000,2022-12-31,22.88,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1178670/000117867025000026/alny-20241231.htm,2025-09-02 17:53:37
ARES MANAGEMENT CORPORATION,N/A,1176948,N/A,Unknown,Unknown,3690668000,2024-12-31,14.04,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1176948/000162828025008665/ares-20241231.htm,2025-09-02 17:53:43
"DIGITAL REALTY TRUST, INC.",N/A,1297996,N/A,Unknown,Unknown,5554968000,2024-12-31,1.42,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1297996/000155837025001424/dlr-20241231x10k.htm,2025-09-02 17:54:09
CARRIER GLOBAL CORPORATION,N/A,1783180,N/A,Unknown,Unknown,22486000000,2024-12-31,-77.11,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1783180/000178318025000008/carr-20241231.htm,2025-09-02 17:54:34
Aflac Incorporated,N/A,4977,N/A,Unknown,Unknown,18927000000,2024-12-31,401.11,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/4977/000000497725000047/afl-20241231.htm,2025-09-02 17:55:00
CORNING INC /NY,N/A,24741,N/A,Unknown,Unknown,13118000000,2024-12-31,4.21,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/24741/000162828025005347/glw-20241231.htm,2025-09-02 17:55:25
FASTENAL CO,N/A,815556,N/A,Unknown,Unknown,7546000000,2024-12-31,2.71,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/815556/000081555625000065/fast-20241231.htm,2025-09-02 17:56:10
"CHIPOTLE MEXICAN GRILL, INC.",N/A,1058090,N/A,Unknown,Unknown,11313853000,2024-12-31,14.61,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1058090/000105809025000014/cmg-20241231.htm,2025-09-02 17:56:36
"Quanta Services, Inc.",N/A,1050915,N/A,Unknown,Unknown,23672795000,2024-12-31,13.36,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",2,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1050915/000105091525000005/pwr-20241231.htm,2025-09-02 17:57:01
"ROPER TECHNOLOGIES, INC.",N/A,882835,N/A,Unknown,Unknown,7039200000,2024-12-31,-73.33,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/882835/000088283525000008/rop-20241231.htm,2025-09-02 17:57:27
"CENCORA, INC.",N/A,1140859,N/A,Unknown,Unknown,293958599000,2024-09-30,12.12,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on tokens per min (TPM): Limit 100000, Used 99751, Requested 315. Please try again in 28m30.72s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1140859/000114085924000177/cor-20240930.htm,2025-09-02 17:57:52
GENERAL MOTORS COMPANY,N/A,1467858,N/A,Unknown,Unknown,187442000000,2024-12-31,9.08,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1467858/000146785825000032/gm-20241231.htm,2025-09-02 17:58:18
"Becton, Dickinson and Company",N/A,10795,N/A,Unknown,Unknown,20178000000,2024-09-30,4.16,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/10795/000001079524000084/bdx-20240930.htm,2025-09-02 17:58:43
CUMMINS INC.,N/A,26172,N/A,Unknown,Unknown,34102000000,2024-12-31,0.11,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/26172/000002617225000007/cmi-20241231.htm,2025-09-02 17:59:28
FedEx Corporation,N/A,1048911,N/A,Unknown,Unknown,65450000000,2018-05-31,-73.55,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1048911/000104891125000011/fdx-20250531.htm,2025-09-02 17:59:53
"Nasdaq, Inc.",N/A,1120193,N/A,Unknown,Unknown,4277000000,2018-12-31,8.33,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1120193/000112019325000008/ndaq-20241231.htm,2025-09-02 17:59:59
"MetLife, Inc.",N/A,1099219,N/A,Unknown,Unknown,70986000000,2024-12-31,273.06,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1099219/000109921925000044/met-20241231.htm,2025-09-02 18:00:45
Marathon Petroleum Corporation,N/A,1510295,N/A,Unknown,Unknown,31092000000,2019-12-31,0.16,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1510295/000151029525000012/mpc-20241231.htm,2025-09-02 18:01:31
ERROR: 'NoneType' object is not subscriptable,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,https://www.sec.gov/ix?doc=/Archives/edgar/data/1635327/000162828025009852/flut-20241231.htm,2025-09-02 18:01:35
